"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
2.5,1.44,30,5.9,NA,NA,NA,2.8,0.8,4.5,NA,2785,35000,1,1,1,10,3,1,1,1,1,5000,880,1500,500000,0,0,0
1,NA,10,1,4,1.2,1,3.3,NA,NA,NA,797,13615,0,0,0,0,1,1,1,1,0,NA,220,3200,0,13615,0,1
2.2,0.53,10,0.6,2.4,2,1,1.5,1,0.75,2,2849,119000,1,1,1,8,3,1,1,1,1,8000,88,2900,1400000,0,0,0
1.8,NA,10,3,NA,2,NA,2,NA,NA,NA,1099,14200,0,0,1,30,1,0,0,0,1,NA,NA,1000,0,14200,0,0
5.1,NA,30,6.9,8,2,NA,14.5,3,NA,NA,3426,67200,0,1,0,0,3,1,1,0,1,5000,2000,4500,0,37440,0,1
7,2,30,6,NA,5,NA,3,3,NA,2,4928,80000,0,0,0,0,4,1,1,1,1,NA,400,15000,0,10000,0,0
2.6,2,10,4.2,4,4,1,1.5,0.3,NA,NA,3301,50000,0,0,0,0,2,1,1,1,1,NA,800,4500,0,0,0,0
0.4,NA,10,2.82,NA,NA,NA,1,0.3,NA,0.5,965,29050,1,0,0,0,1,1,1,0,0,NA,1200,2700,0,29050,0,1
0.8,NA,NA,7.27999999999999,88.3,3.5,2.4,0.5,NA,NA,3,1893,56630,0,0,0,0,3,1,1,0,1,NA,4400,3005,0,56630,0,0
5.5,3.2,10,9.87999999999999,1.5,2.2,2,5.5,3.03,2.05,3,6910,75000,1,1,1,5,3,0,0,1,1,5000,2550,1500,150000,0,0,0
NA,NA,NA,0.8,NA,NA,NA,1.5,0.4,NA,3.5,2018,61952,0,0,1,7,2,1,0,0,1,NA,330,2000,186000,42452,0,1
NA,NA,NA,3,352,1,3,0.5,1.575,NA,NA,697,40000,0,1,1,2,2,1,0,1,1,4000,350,2240,30000,0,0,0
5.2,NA,10,6.15,2,2,1,4.9,2,5.67,2,3587,37000,0,1,1,5,2,0,0,1,1,6000,300,1350,600000,0,0,0
3,NA,NA,2.75,NA,3,NA,2.3,2.6,0.1,NA,1934,40000,1,1,0,0,2,1,1,0,1,2000,1300,3500,0,0,0,0
6.8,NA,60,8.30999999999999,NA,NA,NA,3.45,3.2,NA,NA,3184,60800,1,1,1,4,4,0,0,1,0,5000,NA,NA,50000,0,0,0
1.6,NA,10,3.1,0.2,2,NA,1.4,1.25,1,NA,1122,24670,0,0,0,0,1,1,1,0,0,NA,660,1800,0,22020,0,1
NA,NA,20,8.6,NA,1,NA,3.5,0.5,NA,NA,1153,68400,1,1,1,4,3,0,0,1,1,2500,NA,1200,0,17200,0,1
1,NA,10,1.75,NA,0.3,1,1,0.2,NA,NA,812,16050,1,0,1,24,1,1,1,1,1,NA,100,2980,0,10200,0,0
1.2,NA,10,0.5,0.5,NA,NA,3,0.3,NA,NA,556,19200,0,0,0,0,1,1,1,0,1,NA,80,2800,0,16200,0,0
5.6,2,10,8.8,1,3.5,0.8,5.69999999999999,2.3,0.3,3,4648,50500,1,1,1,1.5,3,1,1,1,1,3000,380,2700,0,0,0,0
1.5,0.4,10,1.3,9.5,0.5,NA,1.5,1,NA,2.5,1461,24000,0,0,0,0,2,1,1,0,1,NA,1200,4500,10000,0,0,0
1,0.5,NA,14.94,NA,3,1,4,1.5,1,NA,2807,86000,1,1,0,0,4,1,1,1,1,10000,NA,5700,50000,0,0,0
NA,0.2,NA,1.3,30,1.1,NA,0.6,0.5,NA,NA,582,99480,1,0,1,6,2,0,0,1,1,NA,1000,1400,150000,54480,0,0
0.338,2,NA,1,130,NA,NA,3,1.4,NA,NA,790,26300,0,0,1,1,2,1,0,0,0,NA,NA,1300,5000,26300,0,0
2.15,NA,NA,3.25,1,3.5,NA,3,1,0.1,NA,1743,60000,1,0,0,0,2,0,0,0,1,NA,1400,7000,30000,0,0,0
4.7,NA,30,2.4,60,NA,NA,8.5,1,0.095,4,3121,68500,0,0,1,3,4,0,0,1,1,NA,1100,12000,0,10000,0,0
0.9,0.4,NA,2.35,1.8,1,NA,0.6,0.4,0.5,NA,1081,36530,1,0,0,0,2,1,1,1,1,NA,530,13200,0,26530,0,0
1.5,0.5,10,1,2.5,0.5,NA,1,0.5,NA,NA,1200,20000,0,0,0,0,1,1,1,1,1,NA,150,3500,0,20000,0,0
5,NA,10,2,8.5,7,1,1,1,NA,NA,2845,67200,0,1,0,0,3,1,1,1,1,3000,150,3000,0,39200,0,0
9.4,NA,30,6.3,11,1,2,5.35,0.9,NA,NA,5558,236500,1,1,0,0,4,1,1,1,1,15000,280,5500,0,23500,0,0
2.5,NA,10,2,8.5,3,NA,2.2,0.5,NA,NA,3400,55900,0,1,0,0,1,1,1,1,1,4000,NA,4000,0,20900,0,0
1,NA,NA,2.5,3.5,NA,NA,0.25,NA,NA,NA,595,38470,0,0,0,0,1,1,1,1,0,NA,NA,3500,0,35470,0,0
8,2,30,6.7,12,6,1,5,1,2.1,NA,8200,163800,1,1,0,0,3,1,1,1,1,6000,2000,3600,0,58800,0,0
2.9,NA,10,3.15,5.5,3.3,NA,2.5,NA,NA,NA,2280,26100,0,0,0,0,1,1,1,1,0,NA,400,3000,0,26100,0,0
5.5,2,40,8.5,19,10,3,11,4,0.5,NA,9460,197000,0,1,0,0,7,1,1,1,1,7000,1500,6000,0,0,0,0
8.5,2,60,10.5,21,12,3,11,1,0.3,NA,12720,172000,1,1,0,0,5,1,1,1,1,7000,1000,25000,0,12000,0,0
2.5,0.5,10,0.899999999999999,7.5,10,NA,1.45,0.7,NA,NA,2750,84800,1,0,0,0,2,1,1,1,1,NA,4000,5500,0,24800,0,0
9.5,1,40,7,17.8,7,2,8.5,3.5,0.4,NA,9880,197900,1,1,0,0,4,1,1,1,1,7000,1200,4000,0,32900,0,0
7,2,30,6,12.5,6,2,6,2.5,0.3,NA,7290,72300,0,1,0,0,3,1,1,1,1,4000,NA,3300,0,32300,0,0
3.4,1,10,3,6.5,4,1,2.5,0.5,NA,NA,3255,24700,0,0,0,0,1,1,1,1,1,NA,500,3200,0,24700,0,0
2,1,10,1.5,3.5,1,NA,1.5,0.2,NA,NA,1370,27800,0,0,0,0,1,1,1,1,0,NA,NA,3200,0,27800,0,0
9.014,0.87,20,2,9.8,4,2,4.4,1,NA,2,4735,81320,0,0,0,0,3,1,1,1,1,NA,2300,3000,0,12320,0,1
1,1,NA,3.5,1,NA,2,2.5,0.5,0.225,NA,2664,89000,1,1,0,0,2,1,1,1,1,5000,1000,3000,0,89000,0,0
6,1.2,40,5.5,14,7,2,7,3.2,0.3,NA,6710,120000,1,1,0,0,3,1,1,1,1,5000,NA,3400,1000000,0,0,0
3.5,NA,30,3,5,3,NA,4,5.8,0.5,NA,3846,84500,1,0,0,0,3,1,1,1,1,NA,1500,5500,0,20000,0,0
2.5,0.5,10,1.2,5,0.5,NA,2.4,0.5,NA,NA,2015,59699,0,0,0,0,2,1,1,0,1,NA,500,2500,0,29500,0,0
4.6,NA,30,2.5,9,2,NA,1.8,5.6,0.5,NA,4065,80000,1,0,0,0,2,1,1,1,1,NA,2000,5000,0,0,0,0
6.19999999999999,NA,30,5.3,6,6,NA,3.35,1.2,NA,NA,4860,160000,1,1,0,0,4,1,1,1,1,8000,NA,5500,0,10000,0,0
2,NA,20,3.5,8.5,0.5,1,4.3,0.5,NA,NA,2087,50000,0,0,0,0,1,1,1,1,1,NA,250,4500,0,0,0,0
2.4,NA,30,1,5,NA,1,1.4,2,NA,NA,1470,59000,0,0,0,0,2,1,1,1,0,NA,560,3000,0,59000,0,0
2.85,NA,20,1.5,6.1,1,1,1.15,1,NA,NA,2170,66000,1,1,0,0,3,1,1,1,1,10000,140,5000,0,21000,0,0
4.7,NA,50,5.5,10.5,3,2,4.3,0.6,NA,NA,5025,206000,1,1,0,0,8,1,1,1,1,20000,5000,6000,0,37500,0,0
4,1,NA,5.8,15,1,1,6.9,1.5,2,NA,3950,70000,1,0,0,0,4,1,1,1,1,NA,200,3000,0,0,0,0
1.65,NA,10,1,1.6,1.5,NA,0.75,NA,NA,NA,1430,60000,0,0,0,0,1,1,1,1,1,NA,560,20000,0,0,0,0
2.8,NA,10,0.95,3,1,1,0.85,1.3,NA,NA,1940,72000,0,0,0,0,1,1,1,1,1,NA,2000,5500,0,17000,0,0
2.8,NA,20,0.5,4,NA,NA,2,0.4,NA,NA,2470,28000,0,0,0,0,1,1,1,1,0,NA,280,5000,0,28000,0,0
3.4,NA,30,3.5,7.5,3,2,2.75,4.6,NA,NA,3825,150000,0,1,0,0,4,1,1,1,1,10000,560,6500,800000,0,0,0
NA,4,NA,2.5,6.3,NA,NA,2.5,0.5,NA,7,2271,138100,1,1,0,0,7,1,1,1,1,5000,700,4000,17000,74100,0,1
1.5,NA,10,2.7,3,0.5,1,1,1.8,NA,NA,1745,45000,0,0,0,0,1,1,1,1,1,NA,500,3000,0,0,0,0
5,1,10,1.5,6,7,1,0.6,0.5,NA,NA,3420,168300,1,1,0,0,3,1,1,1,1,3000,500,3000,0,68300,0,0
1.5,NA,10,1,2.2,0.5,NA,0.6,0.5,NA,NA,865,42669,0,0,0,0,1,1,1,1,0,NA,NA,2500,0,42000,0,0
7.3,NA,30,2,7,NA,NA,6.5,NA,NA,1,3933,167500,0,0,0,0,4,1,1,1,1,NA,3000,6000,0,82500,0,0
1.5,NA,10,1.2,2,0.5,NA,1,NA,NA,NA,1160,18000,0,0,0,0,1,1,1,1,0,NA,150,4000,0,15000,0,0
5,1,30,6,15.5,7,1,4,4,0.4,NA,7528,198000,0,1,0,0,5,1,1,1,1,8000,NA,3800,0,13000,0,1
12,3,50,8.3,17,11,2,11,2.5,0.7,NA,10120,120800,0,0,0,0,8,1,1,1,1,NA,4000,6000,0,25800,0,0
5,NA,10,4.8,11,6,1,4,1.2,NA,NA,4640,97500,1,0,0,0,2,1,1,1,1,NA,4000,20000,0,0,0,0
6.5,NA,30,3.8,11,4,1,3.7,1,0.1,NA,4601,152880,1,1,0,0,4,1,1,1,1,5000,NA,3100,0,15200,0,0
6,2,30,5,12,6,2,6,1.5,0.5,NA,7400,157800,1,1,0,0,4,1,1,1,1,7000,NA,4000,0,17800,0,0
3.25,NA,20,1,4,NA,1,0.7,0.2,NA,NA,1748,24500,0,0,0,0,1,0,0,1,0,NA,1200,1800,0,24500,0,0
2.8,NA,20,3.5,5.5,2,NA,2,2.6,NA,NA,3000,150000,1,1,0,0,3,1,1,1,1,5000,NA,25000,0,0,0,0
5,NA,30,2.5,8.3,NA,2,3.6,5.45,0.05,NA,3040,175000,1,0,0,0,4,1,1,1,1,NA,2500,7500,0,0,0,0
5.9,NA,20,3.3,6,3,NA,1.7,0.3,NA,NA,3763,182000,1,1,0,0,5,1,1,1,1,8000,NA,7000,300000,12000,0,0
2.2,NA,20,2,3,NA,1,2.5,NA,NA,NA,1315,22000,1,0,0,0,1,1,1,1,0,NA,280,4400,0,22000,0,0
1.7,NA,20,1.2,3,1,NA,1.4,0.4,NA,NA,1720,28000,1,0,0,0,1,1,1,1,0,NA,280,4500,0,28000,0,0
8.4,NA,30,2.5,NA,2,2,2.7,1.1,NA,NA,4500,182000,1,1,1,6,6,1,1,1,1,3000,1000,6000,0,29000,0,0
1.5,NA,10,12,NA,5.7,NA,0.9,NA,NA,NA,4155,217000,1,1,0,0,4,1,1,1,1,8000,1440,20000,0,0,0,0
3.45,0.5,20,8,4.25,2,NA,3.75,1.5,NA,NA,5186,64000,1,0,0,0,5,1,1,1,1,NA,1000,6500,350000,0,0,0
10.5,NA,20,7,11,5,2,4.1,3.5,4.6,NA,8852,44500,0,0,0,0,4,1,1,0,1,NA,700,20000,0,0,0,0
2.5,NA,10,2,8,0.5,NA,3.2,0.5,NA,NA,1480,52000,0,0,0,0,2,1,1,1,1,NA,NA,2500,0,27000,0,0
4.9,1,20,2.5,7,7,2,4.6,0.5,NA,3,3950,90000,1,1,0,0,2,1,1,1,1,3000,200,2000,0,40000,0,0
2.2,0.5,10,2.2,NA,NA,NA,1.3,NA,NA,NA,1185,19200,0,0,0,0,1,1,1,1,0,NA,100,1200,0,18501,0,0
2,0.5,NA,2.2,NA,0.5,NA,1,NA,NA,NA,1440,35000,1,0,0,0,1,1,1,1,1,NA,NA,2000,0,30000,0,0
4.75,NA,30,2.9,8.7,1.5,2,2.1,2.1,NA,1,4395,76000,1,1,0,0,3,1,1,1,1,8000,NA,5000,600000,0,0,0
3.85,NA,30,3.5,7,3,NA,3,1.8,NA,NA,3235,123000,1,1,0,0,5,1,1,1,1,10000,560,7000,0,23000,0,0
2,NA,NA,10.3,NA,NA,NA,4,1,0.2,NA,3920,36000,1,1,1,6,1,1,1,1,1,3000,1500,2400,70000,21000,0,0
2.5,NA,NA,2,9,6,1,2.2,0.5,NA,NA,1390,50000,0,1,0,0,2,1,1,1,1,3000,NA,3000,0,0,0,0
1.5,NA,NA,2.2,1.5,5.5,NA,1.1,0.5,NA,NA,1245,31169,1,0,0,0,1,1,1,1,0,NA,150,2000,0,30500,0,0
1.8,NA,NA,3,2.5,0.5,1,0.9,0.5,NA,NA,1190,28000,0,0,0,0,1,1,1,1,1,NA,200,1500,0,28000,0,0
1.5,0.5,10,2.3,6,1,1,2.2,0.5,NA,NA,1690,42000,1,1,0,0,2,1,1,1,1,3000,500,3500,0,12000,0,0
5,NA,30,3,8.4,3,NA,6,0.6,0.2,0.5,4605,119940,1,1,0,0,6,1,1,1,1,8000,2000,7000,0,29940,0,0
2.45,NA,30,3.5,8,2,NA,3.1,2.6,NA,NA,2865,99300,1,0,0,0,3,1,1,1,1,NA,3600,5500,0,14300,0,0
4,NA,NA,6.8,16.5,6,NA,1.5,2.3,2.5,NA,6173,58000,1,0,0,0,3,1,1,1,1,NA,3000,2200,0,0,0,0
6.5,2,20,2.8,10.5,11,NA,5.3,1,3,NA,5370,100970,0,1,0,0,4,1,1,1,1,3000,500,3500,0,20300,0,0
2.4,NA,10,2.2,2,1,1,2,1,NA,3,2290,85069,1,1,0,0,2,1,1,1,1,2000,NA,2500,0,54400,0,0
1.5,NA,10,1,2,0.5,1,1,NA,NA,NA,940,13500,0,0,0,0,1,1,1,1,1,NA,NA,2000,0,13500,0,0
4.5,0.5,10,5.5,7,6.5,1,1,1,NA,NA,3655,105000,1,1,0,0,4,1,1,1,1,4000,500,5000,0,10000,0,0
4.5,1.7,NA,10.7,5,4,3,5.5,1.3,4.2,NA,9395,140700,1,0,0,0,3,1,1,1,1,NA,3000,25000,0,0,0,0
1.3,NA,10,0.7,5,NA,NA,3.8,1.3,0.1,NA,1500,60000,1,1,0,0,2,1,1,1,1,3000,1500,3200,0,0,0,0
8,2,30,9,33.04,5,5,1.8,8,0.6,NA,8510,141650,0,1,0,0,6,1,1,1,1,4000,2000,35000,0,23650,0,0
NA,NA,NA,4.8,NA,7,NA,0.4,0.5,NA,1.5,1526,32739,1,0,1,13,1,1,1,1,0,NA,800,4200,0,29070,0,0
5.6,NA,30,2.5,8,2,NA,1.6,0.8,NA,NA,2765,80000,1,1,1,6,3,1,1,1,1,15000,NA,6000,0,10000,0,0
1.15,NA,NA,11.35,6.8,2.65,NA,3.9,2.5,0.05,NA,4140,122000,1,0,0,0,4,1,1,1,1,NA,4500,25000,0,29100,0,0
5,NA,20,4.25,8,NA,2,6.5,3,NA,NA,3075,82150,1,0,0,0,4,1,1,1,1,NA,5600,25000,0,33150,0,0
5.5,NA,NA,NA,NA,NA,NA,2,11,0.2,NA,3156,86119,1,0,1,6,2,1,1,1,1,NA,3000,9000,0,26119,0,0
NA,NA,20,3.4,NA,NA,2,6,4,NA,NA,1938,124900,1,1,1,30,4,0,0,1,0,6000,NA,1000,1000000,30900,0,0
12,NA,30,6,NA,3,NA,6,1,NA,0.75,5782,87600,1,1,1,11,3,1,0,1,1,7000,NA,3800,0,52600,0,1
6.5,NA,NA,3,NA,1,NA,6,2.5,NA,NA,3703,59500,0,0,1,12,1,0,0,1,1,3000,NA,320,10000,0,0,0
NA,NA,10,NA,1,NA,1,4,2,0.2,NA,626,11230,0,0,1,7,1,0,0,0,0,NA,NA,NA,500,11230,0,0
2,0.5,10,3.5,NA,NA,NA,0.6,0.2,NA,1,1861,64100,1,0,1,7,2,0,0,0,1,NA,500,600,0,24200,0,0
13.8,1,20,3,2,2,NA,4,1.3,0.3,NA,6930,19000,0,0,1,7,1,0,0,1,0,NA,NA,300,0,19000,0,1
0.5,2,20,4,11,2,NA,2,2.5,0.5,NA,2059,23700,0,0,0,0,1,1,1,0,0,NA,NA,6504,100000,28900,0,0
1.35,NA,NA,1.55,1,NA,1,2,1.8,1.5,2.3,1818,53000,1,1,1,1,1,1,1,0,0,5000,1170,5600,0,25000,0,0
6.5,NA,NA,1,2.3,NA,2,1,NA,NA,NA,2423,40700,0,0,0,0,1,1,1,1,0,NA,200,3400,0,40700,0,1
1,2,NA,6,NA,NA,1,11,3,0.25,NA,2110,55500,1,0,1,7,6,0,0,1,0,NA,2000,1100,0,11500,0,1
NA,0.5,10,3,3.8,NA,NA,2.5,2,6,NA,1159,26600,1,0,0,0,2,1,1,0,0,NA,500,4000,0,26600,0,0
2,2,NA,NA,NA,7,2,15,8,0.2,NA,4439,108600,0,1,1,15,5,0,0,0,0,1000,1100,700,0,0,0,0
5,2,NA,8.5,200,2,4,8,4,2.1,NA,5241.5,167000,1,1,1,5,5,0,0,1,0,1500,NA,1000,140000,32000,0,0
2.5,2,20,5.5,NA,2,1,2,3.5,2,NA,3325,17800,1,0,1,4,1,1,1,1,0,NA,1500,5000,0,19300,0,0
1.5,NA,20,3.3,NA,2,1,2,2.3,NA,NA,1924,31900,0,1,1,6,2,1,0,1,0,5000,NA,7100,0,33100,0,0
2.5,2,NA,7.5,NA,5,1,2,3.5,1,NA,3517,61000,1,0,1,3,2,1,1,1,0,1200,NA,8107,0,64300,0,0
5,2,20,9,NA,13,1,6,4,2,NA,5270.5,61948,0,0,1,4,3,1,1,1,0,NA,NA,5860,0,40448,0,0
2,2,20,8,2,3,2,6,7.5,2,NA,3360.5,40000,0,1,1,10,4,0,0,0,0,1500,NA,620,70000,0,0,0
NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,188,20000,0,0,1,9,1,0,0,1,0,NA,NA,700,0,20000,0,0
0.5,1,NA,NA,NA,4,NA,1,4,NA,NA,2122,123000,0,0,1,20,1,0,0,0,0,NA,NA,510,0,13000,0,0
0.5,2,20,4.5,52,NA,2,6,2,2.2,NA,1900.5,60000,0,1,1,6,4,0,0,0,0,2500,NA,620,150000,0,0,0
4.5,3,20,5,NA,2,2,7,4,NA,NA,3467.5,82500,1,1,1,8,7,0,0,1,1,7000,NA,650,0,70000,0,1
1,NA,20,3,NA,2,1,3,3.5,NA,NA,1912,42000,0,1,1,10,4,0,0,0,1,4000,500,470,0,0,0,0
1,2,NA,6.5,NA,NA,1,4,4,NA,NA,2375,62000,0,1,1,20,2,0,0,0,0,3000,NA,410,0,22000,0,0
1,2,20,8,NA,2,2,10,4.5,2.2,NA,3274,68166,0,0,1,7,5,1,1,1,0,NA,470,550,0,8166,0,0
1.5,2.25,20,5.5,NA,3,2,3.5,3,2.1,NA,2625,50000,0,0,1,5,2,0,0,0,1,NA,400,475,0,0,0,0
1,2,20,9,2,NA,2,7,4,NA,NA,2543,47200,0,0,1,20,4,1,1,0,0,NA,700,6500,0,25200,0,0
1.5,2,20,6,NA,1,1,6,4,1,NA,2166,34400,0,0,1,6,2,0,0,0,0,NA,NA,500,35000,34400,0,1
1,1,20,6.5,NA,3,1,2,3.5,1,NA,2373,29000,1,0,1,7,1,1,1,0,0,NA,2500,4950,0,33400,0,1
12,NA,30,3.3,NA,NA,3,10,3.5,NA,NA,5923.5,127000,1,1,1,15,4,0,0,1,1,10000,NA,3000,1500000,300,0,0
6.5,NA,20,2.6,NA,3,2,3,3,0.3,NA,3466,54900,0,0,1,30,3,0,0,1,0,NA,500,300,0,40900,0,1
5,NA,20,2,1,2,NA,3,1.8,NA,NA,2381,112500,1,1,0,0,3,1,1,1,1,8000,NA,10000,600000,40000,0,0
6.7,NA,20,7,6.5,7,NA,3,0.5,NA,3,6489,68000,0,1,0,0,2,1,1,1,1,3000,NA,6000,250000,16000,0,0
1.3,1,10,4.75,1,1,NA,1.5,1,2,NA,1753,49200,1,0,0,0,2,1,1,1,0,NA,2000,4200,0,21200,0,0
NA,NA,10,NA,NA,NA,NA,6,1,NA,NA,340,5000,0,1,1,8,1,0,0,0,0,NA,NA,320,500,0,0,0
0.5,2,NA,NA,NA,1,NA,5,6.5,2,NA,1681,14909,0,0,1,13,2,0,0,1,0,500,NA,600,170000,14909,0,0
3,NA,20,7,NA,NA,1,2.5,2,0.1,NA,2694,17210,0,0,1,6,1,0,0,0,0,NA,NA,410,0,17210,0,0
1,NA,NA,2.5,1,NA,NA,1,0.1,0.05,NA,740,23000,0,0,1,20,1,0,0,1,0,NA,NA,1000,0,23000,0,0
0.5,NA,20,7.5,25,2,NA,8,1,3.5,2,4670,65000,1,1,1,6,3,0,0,1,1,5000,NA,700,0,0,0,0
6.5,NA,20,3.2,NA,3,NA,5,1,4,NA,4344,93000,0,1,1,6,4,1,1,1,1,8000,NA,3500,800000,1200,0,0
4,NA,20,4,1,2,NA,6,NA,1,1,3618,89000,1,1,1,18,4,0,0,1,0,8000,NA,500,420000,0,0,0
5,2,10,7,NA,2,NA,3,2.5,2.1,NA,4049,42300,0,0,1,6,2,0,0,1,0,NA,NA,1200,15000,22300,0,1
8,2,20,8.5,NA,4,1,7,3.5,0.1,NA,6548,69000,0,0,1,5,3,0,0,1,0,NA,1000,600,16000,24000,0,1
4,1,20,9,NA,5,NA,5,5,2,NA,5090,81500,0,1,1,6,4,1,1,1,0,1250,NA,2000,80000,11500,0,0
4,NA,10,1.2,1,2,NA,5.45,1,NA,NA,3398,50630,0,0,0,0,2,1,1,1,1,NA,600,5800,0,25630,0,0
2,NA,NA,1.2,3.5,1,0.8,1.2,1.3,0.1,NA,2069,18300,0,1,0,0,1,1,0,1,1,NA,NA,3500,0,18300,0,0
1.7,0.5,10,1.8,1,1.5,0.8,1.25,0.6,0.1,NA,1810,31200,0,0,0,0,1,1,1,0,1,NA,NA,4500,0,8200,0,0
1.5,NA,16,0.5,1,1,0.8,1.1,NA,NA,NA,1452,12700,0,0,0,0,1,1,1,0,1,NA,NA,4300,0,12700,0,0
1.4,0.2,10,2.2,3.3,1.5,0.8,1.3,1,1,NA,2263,21500,1,0,0,0,1,1,1,1,1,NA,NA,6800,0,21500,0,0
4.1,1.2,20,2.5,4.5,2,0.8,2.1,0.5,NA,NA,3022,62044,1,0,0,0,3,1,1,0,0,NA,800,4500,0,62044,0,1
3,1.5,10,2.05,4,3,NA,2.9,0.3,2.25,NA,2768,66800,1,0,0,0,1,1,1,0,1,NA,200,4800,0,16800,0,0
2.5,NA,10,1.8,17,0.8,1,0.8,1,NA,NA,1273,36850,1,0,0,0,3,1,1,1,1,NA,500,1800,0,36850,0,1
2.6,NA,10,1.45,3.8,1,NA,0.7,NA,0.25,NA,1393,54050,1,1,0,0,1,1,1,1,1,5000,NA,1800,0,37550,0,0
5.05,NA,10,2,1.9,2,NA,2.45,2.5,0.3,NA,3194,107900,1,1,0,0,3,1,1,1,1,5000,1000,4800,55000,27900,0,0
3.37,NA,10,3,14,2,NA,0.7,2.3,0.1,NA,2143,33220,1,0,0,0,1,1,1,1,0,NA,150,2800,0,33220,0,0
2.6,NA,10,1.25,3.5,1,0.9,0.55,0.25,0.25,NA,1552,77000,1,1,0,0,2,1,1,1,1,5000,300,3500,36000,27000,0,0
2.9,0.33,10,2.3,6,NA,NA,1.55,3.1,0.09,NA,1489,28400,0,0,0,0,2,1,1,0,0,NA,300,1800,0,10600,0,1
4.85,NA,NA,1,4,2,NA,2.75,0.83,NA,1.5,2096,37250,0,0,0,0,1,1,1,1,0,NA,150,1200,0,37250,0,0
1.77,0.25,NA,3.1,3,1,NA,1.05,0.2,NA,NA,1223,24500,0,0,1,6,1,1,1,0,0,NA,NA,1500,0,24500,0,1
6.6,1,10,8,NA,0.5,NA,2.8,1.3,2,4.5,4005,84646,0,0,0,0,3,1,1,0,1,NA,2800,2500,0,44646,0,1
2.1,0.3,10,1,27,2,0.8,0.6,0.45,0.25,NA,1658,37825,1,0,0,0,1,1,1,1,1,NA,150,2000,0,26325,0,0
NA,NA,10,2.5,5,NA,NA,1.05,0.35,0.1,NA,570,20000,0,0,0,0,1,1,1,0,0,NA,1000,2200,0,0,0,0
5.5,NA,40,2.3,1.7,2.5,1.6,10,NA,NA,NA,2909,54700,1,1,1,10,3,1,1,0,1,4500,5000,6200,0,20500,0,0
3,NA,10,1.5,7,2,0.9,0.4,1.25,0.05,NA,1943,26100,0,0,0,0,1,1,1,1,1,NA,300,2500,0,0,0,0
1,NA,10,2.1,2,2.5,NA,0.7,0.3,NA,NA,1010,20000,0,0,0,0,1,1,1,0,0,NA,NA,5000,0,20000,0,0
2,NA,NA,2.5,7,1,0.8,1.1,1.5,1.5,NA,1177,11116,0,0,0,0,1,1,1,0,1,NA,NA,3700,0,11116,0,0
3.5,3,10,1.6,NA,2,0.8,5.1,5,0.1,NA,3862,60000,1,0,0,0,2,1,1,0,1,NA,300,5200,0,47600,0,0
4.7,1.8,20,2.2,118,NA,0.9,2.64,2.5,0.1,NA,2958,37000,1,1,0,0,4,1,1,0,1,4000,1200,2800,0,0,0,0
2.5,NA,NA,3,NA,NA,NA,1.2,NA,NA,0.5,1120,30500,0,0,0,0,1,1,0,0,0,NA,NA,1000,0,30316,0,0
0.5,NA,10,1,1,NA,NA,2.3,1,0.1,NA,572,10000,0,0,0,0,1,1,0,0,0,NA,NA,5000,200,0,0,0
NA,NA,NA,1,NA,NA,NA,3.6,1,0.1,NA,357,11000,0,0,0,0,1,0,0,1,0,NA,NA,NA,1500,0,0,0
3.5,1.5,30,0.5,5,2,0.8,5.1,1,NA,NA,2797,32500,1,1,0,0,2,1,1,1,1,1000,NA,5200,40000,17000,0,0
1.5,NA,NA,1.8,5,NA,0.8,0.8,0.5,0.1,NA,999,13980,0,0,0,0,1,1,1,0,0,NA,NA,3900,0,13980,0,0
2,NA,10,1,NA,NA,NA,0.4,NA,0.1,NA,490,10800,0,0,1,3,1,1,0,1,0,NA,NA,2800,0,10800,0,0
13.5,NA,NA,2,NA,NA,NA,2.8,NA,NA,NA,3540,41200,0,1,1,3,2,1,0,1,0,3000,NA,3000,0,11200,0,0
16,NA,NA,5.5,NA,NA,3,3.6,12,NA,NA,6248,140000,1,1,1,6,4,1,0,1,1,5000,NA,4300,0,17000,0,0
6.5,NA,30,3.4,NA,NA,NA,14.2,1,NA,3,4467,75700,1,1,1,3,4,1,0,1,1,5000,NA,4300,0,0,0,0
5,NA,10,2,0.5,2,NA,0.4,NA,NA,NA,1596,10700,0,0,1,1,1,1,0,1,0,NA,NA,2700,0,10700,0,0
6,0.9,15,5.3,10,3,NA,4.5,3.5,0.2,1.5,3755,57000,0,1,0,0,3,1,1,1,1,3000,NA,4000,200000,0,0,0
2,1.2,10,1.2,7,2,NA,0.899999999999999,5,0.1,NA,2510,19652,0,0,0,0,1,1,1,0,0,NA,250,3200,0,19652,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42000,1,0,0,0,1,1,1,0,1,NA,1000,8000,0,14000,0,0
3,NA,NA,3.1,8,NA,0.8,3.1,1,NA,NA,2321,41560,1,0,0,0,3,1,1,0,1,NA,500,5000,0,26560,0,0
